family,binomial,common_name,diet_study_yn,diet_study,cleaner_score,nocturnal_score,habitat_score,water column_position score,body_length_score,ratio_score,cum_vulnerab_score
Eleotridae,Guavina guavina,Guavina,no,0,1,0,0,1,0,1,3
Dinematichthyidae,Gunterichthys longipenis,Gold Brotula,no,0,1,0,0,0,1,1,3
Achiridae,Gymnachirus melas,Naked Sole,no,0,1,0,0,1,0,0,2
Achiridae,Gymnachirus nudus,"Flabby Sole, Nude Sole",no,0,1,0,0,1,0,0,2
Achiridae,Gymnachirus texae,Fringed Sole,no,0,1,0,0,1,1,0,3
Gobiesocidae,Gymnoscyphus ascitus,Alien Clingfish,no,0,1,0,1,1,1,1,5
Muraenidae,Gymnothorax conspersus,Saddled Moray,no,0,1,0,0,1,0,1,3
Muraenidae,Gymnothorax funebris,Green Moray,no,0,1,1,1,1,0,1,5
Muraenidae,Gymnothorax hubbsi,Lichen Moray,no,0,1,0,0,1,0,1,3
Muraenidae,Gymnothorax kolpos,Blacktail Moray,no,0,1,0,0,1,0,1,3
Muraenidae,Gymnothorax maderensis,Sharktooth Moray,no,0,1,0,1,1,0,1,4
Muraenidae,Gymnothorax miliaris,Goldentail Moray,no,0,1,0,1,0,0,1,3
Muraenidae,Gymnothorax moringa,Spotted Moray,no,0,1,0,1,0,0,1,3
Muraenidae,Gymnothorax nigromarginatus,Blackedge Moray,no,0,1,0,1,1,0,1,4
Muraenidae,Gymnothorax ocellatus,Ocellated Moray,no,0,1,0,0,1,0,1,3
Muraenidae,Gymnothorax polygonius,Polygon Moray,no,0,1,0,1,1,0,1,4
Muraenidae,Gymnothorax saxicola,Honeycomb Moray,no,0,1,1,0,1,0,1,4
Muraenidae,Gymnothorax vicinus,Purplemouth Moray,no,0,1,0,1,1,0,1,4
Haemulidae,Haemulon album,Margate Grunt,no,0,1,1,1,1,0,1,5
Haemulidae,Haemulon aurolineatum,Tomtate Grunt,yes,1,1,0,1,1,0,1,4
Haemulidae,Haemulon bonariense,Black Grunt,no,0,1,0,1,1,0,1,4
Haemulidae,Haemulon boschmae,Bronzestripe Grunt,no,0,1,0,1,1,0,1,4
Haemulidae,Haemulon carbonarium,Cesar Grunt,no,0,1,1,1,1,0,1,5
Haemulidae,Haemulon chrysargyreum,Smallmouth Grunt,yes,1,1,1,1,1,0,1,5
Haemulidae,Haemulon flavolineatum,French Grunt,yes,1,1,0,1,1,0,1,4
Haemulidae,Haemulon macrostomum,Spanish Grunt,no,0,1,0,1,1,0,1,4
Haemulidae,Haemulon melanurum,Cottonwick Grunt,yes,1,1,0,1,1,0,1,4
Haemulidae,Haemulon parra,Sailor's Choice Grunt,no,0,1,1,1,1,0,1,5
Haemulidae,Haemulon plumierii,White Grunt,yes,1,1,0,1,1,0,1,4
Haemulidae,Haemulon sciurus,Bluestriped Grunt,yes,1,1,0,1,1,0,1,4
Haemulidae,Haemulon steindachneri,Latin Grunt,no,0,1,0,1,1,0,1,4
Haemulidae,Haemulon striatum,Striped Grunt,no,0,1,1,1,1,0,1,5
Haemulidae,Haemulon vittatum,Boga,yes,1,1,0,1,1,0,1,4
Haemulidae,Haemulopsis corvinaeformis,Roughneck Grunt,no,0,1,0,1,1,0,1,4
Labridae,Halichoeres bathyphilus,Greenband Wrasse,yes,1,1,0,1,1,0,1,4
Labridae,Halichoeres bivittatus,Slippery Dick,yes,1,1,0,1,1,0,1,4
Labridae,Halichoeres burekae,Mardi Gras Wrasse,yes,1,1,0,1,1,1,1,5
Labridae,Halichoeres caudalis,Painted Wrasse,no,0,1,0,1,1,0,1,4
Labridae,Halichoeres cyanocephalus,Yellowcheek Wrasse,yes,1,1,0,1,1,0,1,4
Labridae,Halichoeres garnoti,Yellowhead Wrasse,yes,1,1,0,1,1,0,1,4
Labridae,Halichoeres maculipinna,Clown Wrasse,yes,1,1,0,1,1,0,1,4
Labridae,Halichoeres pictus,Rainbow Wrasse,yes,1,1,0,1,1,1,1,5
Labridae,Halichoeres poeyi,Blackear Wrasse,no,0,1,0,1,1,0,1,4
Labridae,Halichoeres radiatus,Puddingwife,yes,1,1,0,1,1,0,1,4
Labridae,Halichoeres socialis,Social Wrasse,yes,1,1,0,1,1,1,1,5
Ogcocephalidae,Halieutichthys aculeatus,Pancake Batfish,no,0,1,0,0,1,1,0,3
Ogcocephalidae,Halieutichthys bispinosus,Two-spine Batfish,no,0,1,0,0,1,1,0,3
Ogcocephalidae,Halieutichthys caribbaeus,Caribbean Batfish,no,0,1,0,0,1,1,0,3
Ogcocephalidae,Halieutichthys intermedius,"Louisana Pancake Batfish, Gulf Batfish",no,0,1,0,0,1,1,0,3
Labrisomidae,Haptoclinus apectolophus,Uncombed Four-fin Blenny,no,0,1,0,1,1,1,1,5
Labrisomidae,Haptoclinus dropi,Spotted Four-fin Blenny,no,0,1,0,1,1,1,1,5
Clupeidae,Harengula clupeola,False Herring,no,0,1,0,1,1,0,1,4
Clupeidae,Harengula humeralis,Redear Herring,yes,1,1,0,1,1,0,1,4
Clupeidae,Harengula jaguana,Scaled Herring,no,0,1,0,0,1,0,1,3
Sebastidae,Helicolenus dactylopterus,Blackbelly Rosefish,no,0,1,0,1,1,0,1,4
Serranidae,Hemanthias leptus,Longtail Bass,no,0,1,0,1,1,0,1,4
Carangidae,Hemicaranx amblyrhynchus,Bluntnose Jack,no,0,1,0,0,1,0,0,2
Chaenopsidae,Hemiemblemaria simulus,Wrasse Blenny,no,0,1,0,1,1,1,1,5
Hemiramphidae,Hemiramphus balao,Balao Halfbeak,no,0,1,0,1,1,0,1,4
Hemiramphidae,Hemiramphus brasiliensis,Ballyhoo Halfbeak,no,0,1,0,1,1,0,1,4
Congridae,Heteroconger camelopardalis,Giraffe-spotted Garden Eel,no,0,1,0,1,1,0,1,4
Congridae,Heteroconger longissimus,Brown Garden Eel,no,0,1,0,1,0,0,1,3
Congridae,Heteroconger luteolus,Yellow Garden Eel,no,0,1,0,1,0,0,1,3
Priacanthidae,Heteropriacanthus cruentatus,Glasseye Snapper,yes,1,1,1,1,1,0,1,5
Syngnathidae,Hippocampus erectus,Lined Seahorse,no,0,1,0,1,1,0,1,4
Syngnathidae,Hippocampus reidi,Longsnout Seahorse,no,0,1,0,1,1,0,1,4
Syngnathidae,Hippocampus zosterae,Dwarf Seahorse,no,0,1,0,0,1,1,1,4
Antennariidae,Histrio histrio,Sargassumfish,no,0,1,0,0,1,0,0,2
Pomacanthidae,Holacanthus bermudensis,Blue Angelfish,no,0,1,0,1,1,0,0,3
Pomacanthidae,Holacanthus ciliaris,Queen Angelfish,yes,1,1,0,1,1,0,0,3
Pomacanthidae,Holacanthus tricolor,Rock Beauty,yes,1,1,0,1,1,0,0,3
Triacanthodidae,Hollardia hollardi,Reticulate Spikefish,no,0,1,0,0,1,0,0,2
Triacanthodidae,Hollardia meadi,Spotted Spikefish,no,0,1,0,1,1,1,0,4
Holocentridae,Holocentrus adscensionis,Squirrelfish,yes,1,1,1,1,1,0,1,5
Holocentridae,Holocentrus rufus,Longspine Squirrelfish,yes,1,1,1,1,1,0,1,5
Trachichthyidae,Hoplostethus mediterraneus,Mediterranean Slimehead,no,0,1,0,1,1,0,0,3
Trachichthyidae,Hoplostethus occidentalis,Western Roughy,no,0,1,0,1,1,0,0,3
Nettastomatidae,Hoplunnis diomediana,Blacktail Pikeconger Eel,no,0,1,0,0,1,0,1,3
Nettastomatidae,Hoplunnis macrura,Freckled Pikeconger Eel,no,0,1,0,0,1,0,1,3
Nettastomatidae,Hoplunnis similis,,no,0,1,0,0,1,0,1,3
Nettastomatidae,Hoplunnis tenuis,Spotted Pikeconger Eel,no,0,1,0,0,1,0,1,3
Centrolophidae,Hyperoglyphe bythites,Black Driftfish,no,0,1,0,0,1,0,1,3
Centrolophidae,Hyperoglyphe perciformis,Barrelfish,no,0,1,0,0,1,0,1,3
Blenniidae,Hypleurochilus bermudensis,Barred Blenny,no,0,1,0,1,1,1,1,5
Blenniidae,Hypleurochilus caudovittatus,Zebratail Blenny,no,0,1,0,1,1,1,1,5
Blenniidae,Hypleurochilus geminatus,Crested Blenny,yes,1,1,0,1,1,1,1,5
Blenniidae,Hypleurochilus multifilis,Featherduster Blenny,no,0,1,0,1,1,1,1,5
Blenniidae,Hypleurochilus pseudoaequipinnis,Atlantic Oyster Blenny,no,0,1,0,1,1,1,1,5
Blenniidae,Hypleurochilus springeri,Orangespotted Blenny,yes,1,1,0,1,1,1,1,5
Atherinidae,Hypoatherina harringtonensis,Reef Silverside,yes,1,1,0,1,1,1,1,5
Serranidae,Hypoplectrus aberrans,Yellowbelly Hamlet,yes,1,1,0,1,1,1,0,4
Serranidae,Hypoplectrus atlahua,Jarocho Hamlet,no,0,1,0,1,1,1,0,4
Serranidae,Hypoplectrus castroaguirrei,Veracruz White Hamlet,no,0,1,0,1,1,1,1,5
Serranidae,Hypoplectrus chlorurus,Yellowtail Hamlet,no,0,1,0,1,1,1,0,4
Serranidae,Hypoplectrus ecosur,"Contoy Hamlet, Spotted Hamlet",no,0,1,0,1,1,1,0,4
Serranidae,Hypoplectrus floridae,Florida Barred Hamlet,no,0,1,0,1,1,1,1,5
Serranidae,Hypoplectrus gemma,Blue Hamlet,no,0,1,0,1,1,1,1,5
Serranidae,Hypoplectrus gummigutta,Golden Hamlet,no,0,1,0,1,1,1,0,4
Serranidae,Hypoplectrus guttavarius,Shy Hamlet,no,0,1,0,1,1,1,1,5
Serranidae,Hypoplectrus indigo,Indigo Hamlet,no,0,1,0,1,1,1,0,4
Serranidae,Hypoplectrus liberte,Striped Hamlet,no,0,1,0,1,1,1,0,4
Serranidae,Hypoplectrus maculiferus,Bicolored Hamlet,no,0,1,0,1,1,1,0,4
Serranidae,Hypoplectrus maya,Belizean Blue Hamlet,no,0,1,0,1,1,1,0,4
Serranidae,Hypoplectrus nigricans,Black Hamlet,yes,1,1,0,1,1,1,1,5
Serranidae,Hypoplectrus providencianus,Masked Hamlet,no,0,1,0,1,1,1,0,4
Serranidae,Hypoplectrus puella,Barred Hamlet,yes,1,1,0,1,1,1,1,5
Serranidae,Hypoplectrus randallorum,Tan Hamlet,yes,1,1,0,1,1,1,1,5
Serranidae,Hypoplectrus unicolor,Butter Hamlet,no,0,1,0,1,1,1,0,4
Hemiramphidae,Hyporhamphus collettei,Bermuda Silverstripe Halfbeak,no,0,1,0,0,1,0,1,3
Hemiramphidae,Hyporhamphus meeki,"False Silverstripe Halfbeak, Meek's Halfbeak",no,0,1,0,0,1,0,1,3
Hemiramphidae,Hyporhamphus roberti,Slender Halfbeak,no,0,1,0,0,1,0,1,3
Hemiramphidae,Hyporhamphus unifasciatus,"Atlantic Silverstripe Halfbeak, Common Halfbeak",no,0,1,0,1,1,0,1,4
Epinephelidae,Hyporthodus flavolimbatus,Yellowedge Grouper,no,0,1,0,1,1,0,1,4
Epinephelidae,Hyporthodus mystacinus,"Misty Grouper, Bigeye Grouper",no,0,1,0,1,1,0,1,4
Epinephelidae,Hyporthodus nigritus,Warsaw Grouper,no,0,1,0,1,1,0,0,3
Epinephelidae,Hyporthodus niveatus,Snowy Grouper,no,0,1,0,1,1,0,1,4
Blenniidae,Hypsoblennius exstochilus,Longhorn Blenny,no,0,1,0,1,1,1,1,5
Blenniidae,Hypsoblennius hentz,Feather Blenny,no,0,1,0,1,1,1,0,4
Blenniidae,Hypsoblennius invemar,Tessellated Blenny,no,0,1,0,1,1,1,1,5
Blenniidae,Hypsoblennius ionthas,Freckled Blenny,no,0,1,0,1,1,1,1,5
Ophichthidae,Ichthyapus ophioneus,Surf Eel,no,0,1,0,0,0,0,1,2
Sciaenidae,Isopisthus parvipinnis,Shortfin Corvina,no,0,1,0,0,1,0,1,3
Serranidae,Jeboehlkia gladifer,Bladefin Bass,no,0,1,0,1,1,1,1,5
Clupeidae,Jenkinsia lamprotaenia,Dwarf Herring,yes,1,1,0,1,1,1,1,5
Clupeidae,Jenkinsia majua,Little-eye Herring,no,0,1,0,1,1,1,1,5
Clupeidae,Jenkinsia parvula,Shortstriped Round Herring,no,0,1,0,1,1,1,1,5
Clupeidae,Jenkinsia stolifera,"Florida Round Herring, Shortband Herring",no,0,1,0,1,1,1,1,5
Triacanthodidae,Johnsonina eriomma,Bullseye Spikefish,no,0,1,0,0,1,0,0,2
Uranoscopidae,Kathetostoma albigutta,Lancer Stargazer,no,0,1,0,0,1,0,1,3
Uranoscopidae,Kathetostoma cubana,Spiny Stargazer,no,0,1,0,0,1,0,1,3
Chlopsidae,Kaupichthys hyoproroides,False Moray,no,0,1,0,1,1,0,1,4
Chlopsidae,Kaupichthys nuchalis,Collared Eel,no,0,1,0,1,1,0,1,4
Ophichthidae,Kertomichthys blastorhinos,Snub-nose Snake Eel,no,0,1,0,0,0,0,1,2
Anomalopidae,Kryptophanaron alfredi,Atlantic Flashlight Fish,no,0,1,1,1,1,1,1,6
Kyphosidae,Kyphosus bigibbus,Darkfin Sea Chub,no,0,1,0,1,1,0,0,3
Kyphosidae,Kyphosus cinerascens,Topsail Sea Chub,no,0,1,0,1,1,0,0,3
Kyphosidae,Kyphosus sectatrix,Bermuda Sea Chub,no,0,1,0,1,1,0,0,3
Kyphosidae,Kyphosus vaigiensis,Yellow Sea Chub,no,0,1,0,1,1,0,0,3
Labrisomidae,Labrisomus nuchipinnis,Hairy Blenny,yes,1,1,0,1,1,0,1,4
Labridae,Lachnolaimus maximus,Hogfish,no,0,1,0,1,1,0,0,3
Ostraciidae,Lactophrys bicaudalis,Spotted Trunkfish,no,0,1,0,1,1,0,0,3
Ostraciidae,Lactophrys trigonus,Buffalo Trunkfish,no,0,1,0,1,1,0,1,4
Ostraciidae,Lactophrys triqueter,Smooth Trunkfish,no,0,1,0,1,1,0,0,3
Tetraodontidae,Lagocephalus laevigatus,Smooth Puffer,no,0,1,0,0,1,0,1,3
Tetraodontidae,Lagocephalus lagocephalus,Oceanic Puffer,no,0,1,0,0,1,0,1,3
Sparidae,Lagodon rhomboides,Pinfish,no,0,1,0,1,1,0,1,4
Sciaenidae,Larimus breviceps,Shorthead Drum,no,0,1,0,0,1,0,1,3
Sciaenidae,Larimus fasciatus,Banded Drum,no,0,1,0,0,1,0,1,3
Sciaenidae,Leiostomus xanthurus,"Spot, Spot Croaker",no,0,1,0,0,1,0,1,3
Ophidiidae,Lepophidium aporrhox,Dusky Cusk Eel,no,0,1,1,0,1,0,1,4
Ophidiidae,Lepophidium brevibarbe,Blackedge Cusk Eel,no,0,1,1,0,1,0,1,4
Ophidiidae,Lepophidium collettei,Brazilian Cusk Eel,no,0,1,0,0,1,0,1,3
Ophidiidae,Lepophidium crossotum,Whitespot Cusk Eel,no,0,1,0,0,1,0,1,3
Ophidiidae,Lepophidium cultratum,Blackear Cusk Eel,no,0,1,0,0,1,0,1,3
Ophidiidae,Lepophidium entomelan,Blackthroat Cusk Eel,no,0,1,0,0,1,0,1,3
Ophidiidae,Lepophidium gilmorei,Pepperfin Cusk Eel,no,0,1,0,0,1,0,1,3
Ophidiidae,Lepophidium jeannae,Mottled Cusk Eel,no,0,1,1,0,1,0,1,4
Ophidiidae,Lepophidium marmoratum,Marbled Cusk Eel,no,0,1,0,0,1,0,1,3
Ophidiidae,Lepophidium pheromystax,Upsilon Cusk Eel,no,0,1,0,0,1,0,1,3
Ophidiidae,Lepophidium profundorum,Fawn Cusk Eel,no,0,1,1,0,0,0,1,3
Ophidiidae,Lepophidium robustum,Robust Cusk Eel,no,0,1,0,0,1,0,1,3
Ophidiidae,Lepophidium staurophor,Barred Cusk Eel,no,0,1,0,0,1,0,1,3
Ophidiidae,Lepophidium wileyi,Fringed Cusk Eel,no,0,1,0,0,1,0,1,3
Ophidiidae,Lepophidium zophochir,Sooty Cusk Eel,no,0,1,0,0,1,0,1,3
Eleotridae,Leptophilypnus fluviatilis,Freshwater Sleeper,no,0,1,0,0,1,1,1,4
Ophichthidae,Letharchus velifer,Sailfin Eel,no,0,1,0,0,0,0,1,2
Ophichthidae,Lethogoleos andersoni,Forgetful Snake Eel,no,0,1,0,0,0,0,1,2
Dactyloscopidae,Leurochilus acon,Smoothlip Stargazer,no,0,1,0,1,1,1,1,5
Clupeidae,Lile piquitinga,Atlantic Piquitinga,no,0,1,0,0,1,0,1,3
Epinephelidae,Liopropoma aberrans,Eye-Stripe Basslet,no,0,1,0,1,1,1,1,5
Epinephelidae,Liopropoma carmabi,Candy Basslet,yes,1,1,0,1,1,1,1,5
Epinephelidae,Liopropoma eukrines,Wrasse Basslet,no,0,1,0,1,1,1,1,5
Epinephelidae,Liopropoma mowbrayi,Cave Basslet,no,0,1,0,1,1,1,1,5
Epinephelidae,Liopropoma olneyi,Yellow-spotted Basslet,no,0,1,0,1,1,1,1,5
Epinephelidae,Liopropoma rubre,Peppermint Basslet,yes,1,1,0,1,1,1,1,5
Epinephelidae,Liopropoma santi,Tail-spot Basslet,no,0,1,0,1,1,1,1,5
Grammatidae,Lipogramma anabantoides,Dusky Basslet,no,0,1,0,1,1,1,1,5
Grammatidae,Lipogramma barrettorum,Blue-Spotted Basslet,no,0,1,0,1,1,1,1,5
Grammatidae,Lipogramma evides,Banded Basslet,no,0,1,0,1,1,1,1,5
Grammatidae,Lipogramma flavescens,Yellow Basslet,no,0,1,0,1,1,1,1,5
Grammatidae,Lipogramma haberorum,Yellow-banded Basslet,no,0,1,0,1,1,1,1,5
Grammatidae,Lipogramma idabeli,Bluebacked Basslet,no,0,1,0,1,1,1,1,5
Grammatidae,Lipogramma klayi,Bicolor Basslet,yes,1,1,0,1,1,1,1,5
Grammatidae,Lipogramma levinsoni,Hourglass Basslet,no,0,1,0,1,1,1,1,5
Grammatidae,Lipogramma regia,Royal Basslet,no,0,1,0,1,1,1,1,5
Grammatidae,Lipogramma robinsi,Yellowbar Basslet,no,0,1,0,1,1,1,1,5
Grammatidae,Lipogramma rosea,Rosy Basslet,no,0,1,0,1,1,1,1,5
Grammatidae,Lipogramma schrieri,Maori Basslet,no,0,1,0,1,1,1,1,5
Grammatidae,Lipogramma trilineata,Three-lined Basslet,no,0,1,0,1,1,1,1,5
Lobotidae,Lobotes surinamensis,Atlantic Tripletail,no,0,1,0,0,1,0,0,2
Opistognathidae,Lonchopisthus ancistrus,Hook Jawfish,no,0,1,0,0,0,1,1,3
Opistognathidae,Lonchopisthus higmani,Higman's Jawfish,no,0,1,0,0,0,0,1,2
Opistognathidae,Lonchopisthus lemur,Palemouth Jawfish,no,0,1,0,0,0,1,1,3
Opistognathidae,Lonchopisthus micrognathus,Swordtail Jawfish,no,0,1,0,0,0,1,1,3
Sciaenidae,Lonchurus elegans,Blackfin Croaker,no,0,1,0,0,1,0,1,3
Sciaenidae,Lonchurus lanceolatus,Longtail Croaker,no,0,1,0,0,1,0,1,3
Lophiidae,Lophiodes reticulatus,Reticulated Goosefish,no,0,1,0,0,1,0,0,2
Lophiidae,Lophius americanus,"Monkfish, Goosefish",no,0,1,0,0,1,0,0,2
Lophiidae,Lophius gastrophysus,Blackfin Goosefish,no,0,1,0,0,1,0,0,2
Gobiidae,Lophogobius cyprinoides,Atlantic Crested Goby,no,0,1,0,1,0,1,1,4
Malacanthidae,Lopholatilus chamaeleonticeps,Great Northern Tilefish,no,0,1,0,0,0,0,1,2
Fundulidae,Lucania parva,Rainwater Killifish,no,0,1,0,0,1,1,1,4
Chaenopsidae,Lucayablennius zingaro,Arrow Blenny,yes,1,1,0,1,1,1,1,5
Blenniidae,Lupinoblennius nicholsi,Highfin Blenny,no,0,1,0,1,1,1,1,5
Blenniidae,Lupinoblennius vinctus,Atlantic Mangrove Blenny,no,0,1,0,1,1,1,1,5
Lutjanidae,Lutjanus analis,Mutton Snapper,no,0,1,0,1,1,0,1,4
Lutjanidae,Lutjanus apodus,Schoolmaster Snapper,no,0,1,0,1,1,0,1,4
Lutjanidae,Lutjanus buccanella,Blackfin Snapper,no,0,1,0,1,1,0,1,4
Lutjanidae,Lutjanus campechanus,"Red Snapper, Northern Red Snapper",yes,1,1,0,1,1,0,1,4
Lutjanidae,Lutjanus cyanopterus,Cubera Snapper,no,0,1,0,1,1,0,1,4
Lutjanidae,Lutjanus griseus,Grey Snapper,no,0,1,1,1,1,0,1,5
Lutjanidae,Lutjanus jocu,Dog Snapper,no,0,1,0,1,1,0,1,4
Lutjanidae,Lutjanus mahogoni,Mahogany Snapper,no,0,1,1,1,1,0,1,5
Lutjanidae,Lutjanus synagris,Lane Snapper,yes,1,1,1,1,1,0,1,5
Lutjanidae,Lutjanus vivanus,Silk Snapper,no,0,1,0,1,1,0,1,4
Engraulidae,Lycengraulis grossidens,Atlantic Sabretooth Anchovy,no,0,1,0,0,1,0,1,3
Gobiidae,Lythrypnus crocodilus,Mahogany Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Lythrypnus elasson,Dwarf Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Lythrypnus heterochroma,Diphasic Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Lythrypnus minimus,Pygmy Goby,yes,1,1,0,1,1,1,1,5
Gobiidae,Lythrypnus mowbrayi,Bermuda Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Lythrypnus nesiotes,Island Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Lythrypnus okapia,Okapi Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Lythrypnus phorellus,Convict Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Lythrypnus spilus,Bluegold Goby,yes,1,1,0,1,1,1,1,5
Sciaenidae,Macrodon ancylodon,King Weakfish,no,0,1,0,0,1,0,1,3
Centriscidae,Macroramphosus scolopax,Longspine Snipefish,no,0,1,0,0,1,1,1,4
Malacanthidae,Malacanthus plumieri,Sand Tilefish,no,0,1,0,1,0,0,1,3
Labrisomidae,Malacoctenus aurolineatus,Goldline Blenny,no,0,1,0,1,1,1,1,5
Labrisomidae,Malacoctenus boehlkei,Diamond Blenny,yes,1,1,0,1,1,1,1,5
Labrisomidae,Malacoctenus delalandii,Delaland Blenny,no,0,1,0,1,1,1,1,5
Labrisomidae,Malacoctenus erdmani,Imitator Blenny,no,0,1,0,1,1,1,1,5
Labrisomidae,Malacoctenus gilli,Dusky Blenny,yes,1,1,0,1,1,1,1,5
Labrisomidae,Malacoctenus macropus,Rose Blenny,yes,1,1,0,1,1,1,1,5
Labrisomidae,Malacoctenus triangulatus,Saddled Blenny,yes,1,1,0,1,1,1,1,5
Labrisomidae,Malacoctenus versicolor,Barfin Blenny,no,0,1,0,1,1,1,1,5
Ogcocephalidae,Malthopsis gnoma,Grotesque Seabat,no,0,1,0,0,1,1,0,3
Megalopidae,Megalops atlanticus,Atlantic Tarpon,no,0,1,0,1,1,0,1,4
Atherinopsidae,Melanorhinus microps,Querimana Silverside,no,0,1,0,1,1,1,1,5
Balistidae,Melichthys niger,Black Triggerfish,no,0,1,0,1,1,0,0,3
Atherinopsidae,Membras analis,Backwaters Silverside,no,0,1,0,0,1,1,1,4
Atherinopsidae,Membras argentea,Plateada Silverside,no,0,1,0,0,1,1,1,4
Atherinopsidae,Membras martinica,Rough Silverside,no,0,1,0,0,1,1,1,4
Atherinopsidae,Menidia beryllina,Inland Silverside,no,0,1,0,0,1,1,1,4
Atherinopsidae,Menidia clarkhubbsi,Texas Silverside,no,0,1,0,0,1,1,1,4
Atherinopsidae,Menidia colei,"Golden Silverside, Yucatan Silverside",no,0,1,0,0,1,0,1,3
Atherinopsidae,Menidia conchorum,Key Silverside,no,0,1,0,0,1,1,1,4
Atherinopsidae,Menidia menidia,Atlantic Silverside,no,0,1,0,0,1,0,1,3
Atherinopsidae,Menidia peninsulae,Tidewater Silverside,no,0,1,0,0,1,0,1,3
Sciaenidae,Menticirrhus americanus,Southern Kingfish,no,0,1,0,0,1,0,1,3
Sciaenidae,Menticirrhus littoralis,Gulf Kingfish,no,0,1,0,0,1,0,1,3
Sciaenidae,Menticirrhus saxatilis,Northern Kingfish,no,0,1,0,0,1,0,1,3
Merlucciidae,Merluccius albidus,Offshore Silver Hake,no,0,1,1,0,1,0,1,4
Merlucciidae,Merluccius bilinearis,Silver Hake,no,0,1,1,0,1,0,1,4
Microdesmidae,Microdesmus bahianus,Bahia Wormfish,no,0,1,0,1,0,1,1,4
Microdesmidae,Microdesmus carri,Stippled Wormfish,no,0,1,0,0,0,1,1,3
Microdesmidae,Microdesmus lanceolatus,Lancetail Wormfish,no,0,1,0,0,0,1,1,3
Microdesmidae,Microdesmus longipinnis,Pink Wormfish,no,0,1,1,0,0,0,1,3
Microdesmidae,Microdesmus luscus,Small-eyed Wormfish,no,0,1,0,1,0,1,1,4
Syngnathidae,Micrognathus crinitus,Banded Pipefish,no,0,1,0,1,1,1,1,5
Gobiidae,Microgobius carri,Seminole Goby,yes,1,1,0,1,0,1,1,4
Gobiidae,Microgobius gulosus,Clown Goby,no,0,1,0,0,1,1,1,4
Gobiidae,Microgobius meeki,Meek's Goby,no,0,1,0,0,1,1,1,4
Gobiidae,Microgobius microlepis,Banner Goby,no,0,1,0,0,0,1,1,3
Gobiidae,Microgobius signatus,Signal Goby,no,0,1,0,0,1,1,1,4
Gobiidae,Microgobius thalassinus,Green Goby,no,0,1,0,1,1,1,1,5
Syngnathidae,Microphis lineatus,Opossum Pipefish,no,0,1,0,0,1,1,1,4
Sciaenidae,Micropogonias furnieri,Whitemouth Croaker,no,0,1,0,0,1,0,1,3
Sciaenidae,Micropogonias undulatus,Atlantic Croaker,no,0,1,0,0,1,0,1,3
Pomacentridae,Microspathodon chrysurus,Yellowtail Damselfish,yes,1,1,0,1,1,0,0,3
Syngnathidae,Minyichthys inusitatus,Uncommon Pipefish,no,0,1,0,0,1,1,1,4
Monacanthidae,Monacanthus ciliatus,Fringed Filefish,yes,1,1,0,1,1,0,0,3
Monacanthidae,Monacanthus tuckeri,Slender Filefish,yes,1,1,0,1,1,1,0,4
Bothidae,Monolene atrimana,"Blackfinned Deepwater Flounder, Longfinned Deepwater Flounder",no,0,1,0,0,1,1,1,4
Bothidae,Monolene megalepis,Spottedfin Deepwater Flounder,no,0,1,0,0,1,1,0,3
Bothidae,Monolene sessilicauda,Deepwater Flounder,no,0,1,0,0,1,0,1,3
Ophidiidae,Monomitopus agassizii,Agassiz's Brotula,no,0,1,0,0,1,0,1,3
Muraenidae,Monopenchelys acuta,Redface Moray,no,0,1,0,1,1,0,1,4
Moringuidae,Moringua edwardsi,Spaghetti Eel,no,0,1,1,1,0,0,1,4
Moronidae,Morone saxatilis,Striped Bass,no,0,1,0,1,1,0,1,4
Mugilidae,Mugil cephalus,"Striped Mullet, Flathead Mullet",no,0,1,0,0,1,0,1,3
Mugilidae,Mugil curema,White Mullet,no,0,1,0,1,1,0,1,4
Mugilidae,Mugil incilis,Parassi Mullet,no,0,1,0,0,1,0,1,3
Mugilidae,Mugil liza,Lebranche Mullet,no,0,1,0,0,1,0,1,3
Mugilidae,Mugil margaritae,,no,0,1,0,0,1,0,1,3
Mugilidae,Mugil rubrioculus,Redeye Mullet,no,0,1,0,0,1,0,1,3
Mugilidae,Mugil trichodon,Fantail Mullet,no,0,1,0,0,1,0,1,3
Mullidae,Mulloidichthys martinicus,Yellow Goatfish,yes,1,1,0,1,1,0,1,4
Mullidae,Mullus auratus,Red Goatfish,yes,1,1,0,0,1,0,1,3
Muraenidae,Muraena pavonina,"Flagged Moray, Whitespot Moray",no,0,1,0,1,0,0,1,3
Muraenidae,Muraena retifera,Reticulate Moray,no,0,1,0,1,0,0,1,3
Muraenidae,Muraena robusta,"Stout Moray, Robust Moray",no,0,1,0,1,0,0,1,3
Epinephelidae,Mycteroperca acutirostris,Western Comb Grouper,no,0,1,0,1,1,0,1,4
Epinephelidae,Mycteroperca bonaci,Black Grouper,no,0,1,0,1,1,0,1,4
